NB_SCATS_SITE,QT_INTERVAL_COUNT,from8to9,from3to6_30,QT_VOLUME_24HOUR,combined_peak
2,2015,0.0,0.0,0.0,0.0
100,2015,1879.0777777777778,7087.433333333333,26603.555555555555,8966.511111111111
101,2015,1704.2333333333333,5172.033333333334,21662.977777777778,6876.266666666667
102,2015,2438.0555555555557,7362.811111111111,31037.5,9800.866666666667
103,2015,1323.4444444444443,3571.7,16282.855555555556,4895.144444444444
104,2015,2121.9222222222224,6602.055555555556,28036.522222222222,8723.977777777778
105,2015,4061.322222222222,11146.133333333333,48535.933333333334,15207.455555555556
106,2015,1674.2,4499.877777777778,18404.411111111112,6174.077777777778
107,2015,4235.233333333334,11942.288888888888,50907.78888888889,16177.522222222222
108,2015,1548.0333333333333,4360.455555555555,18306.955555555556,5908.488888888889
109,2015,2324.811111111111,6247.7,25153.455555555556,8572.511111111111
111,2015,3022.011111111111,8358.866666666667,35627.87777777778,11380.877777777778
112,2015,3612.2555555555555,9656.788888888888,44644.944444444445,13269.044444444444
113,2015,2641.8888888888887,7288.833333333333,31272.144444444446,9930.722222222223
114,2015,2836.5555555555557,8116.833333333333,34832.77777777778,10953.388888888889
115,2015,3036.266666666667,8902.377777777778,37528.322222222225,11938.644444444444
116,2015,2013.888888888889,4831.433333333333,23284.222222222223,6845.322222222222
117,2015,6630.955555555555,18943.344444444443,85628.83333333333,25574.3
118,2015,1632.6,4551.033333333334,18104.48888888889,6183.633333333333
119,2015,2675.5,7410.277777777777,34801.64444444444,10085.777777777777
120,2015,5236.033333333334,13488.533333333333,58716.51111111111,18724.566666666666
121,2015,6277.722222222223,17317.12222222222,75647.58888888889,23594.844444444443
122,2015,2191.7444444444445,7046.966666666666,27389.1,9238.711111111112
124,2015,3965.411111111111,10339.544444444444,45928.21111111111,14304.955555555554
125,2015,3940.4222222222224,10799.81111111111,49085.044444444444,14740.233333333334
126,2015,6280.688888888889,17834.48888888889,76995.23333333334,24115.17777777778
127,2015,3186.3555555555554,10044.766666666666,43246.91111111111,13231.122222222222
129,2015,2518.7,8008.333333333333,35044.36666666667,10527.033333333333
130,2015,3175.5333333333333,8476.566666666668,42621.455555555556,11652.1
131,2015,2621.0666666666666,6531.133333333333,30478.9,9152.2
133,2015,5025.711111111111,13736.977777777778,59544.7,18762.68888888889
134,2015,4598.577777777778,12996.833333333334,55809.944444444445,17595.411111111112
136,2015,4592.811111111111,13244.755555555555,55718.555555555555,17837.566666666666
