NB_SCATS_SITE,QT_INTERVAL_COUNT,from8to9,from3to6_30,QT_VOLUME_24HOUR,combined_peak
2,2014,0.0,0.0,0.0,0.0
100,2014,1957.2777777777778,7214.7555555555555,27251.911111111112,9172.033333333333
101,2014,1844.4444444444443,5509.5888888888885,23116.28888888889,7354.033333333333
102,2014,2359.188888888889,7246.955555555555,30201.944444444445,9606.144444444444
103,2014,1405.8333333333333,3723.6222222222223,16865.644444444446,5129.455555555555
104,2014,2154.6,6675.933333333333,28498.944444444445,8830.533333333333
105,2014,4340.922222222222,11355.622222222222,49771.98888888889,15696.544444444444
106,2014,1791.2555555555555,4728.988888888889,19307.17777777778,6520.2444444444445
107,2014,4394.5888888888885,12157.622222222222,51670.6,16552.21111111111
108,2014,1479.388888888889,4025.766666666667,17788.977777777778,5505.155555555556
109,2014,2437.5,6431.188888888889,25907.066666666666,8868.68888888889
111,2014,3221.911111111111,8543.877777777778,37305.48888888889,11765.788888888888
112,2014,3860.8777777777777,9968.31111111111,46118.066666666666,13829.188888888888
113,2014,2765.177777777778,7466.188888888889,32690.277777777777,10231.366666666667
114,2014,3095.277777777778,8494.777777777777,37070.177777777775,11590.055555555555
115,2014,3267.9,9362.844444444445,39561.42222222222,12630.744444444445
116,2014,2133.3777777777777,4931.011111111111,23920.31111111111,7064.388888888889
117,2014,6964.3,19561.255555555555,87560.02222222222,26525.555555555555
118,2014,1680.111111111111,4698.355555555556,18576.166666666668,6378.466666666667
119,2014,2789.5777777777776,7599.422222222222,35663.62222222222,10389.0
120,2014,5391.722222222223,13851.355555555556,60164.8,19243.077777777777
121,2014,6089.733333333334,16441.477777777778,73753.97777777778,22531.21111111111
122,2014,2260.288888888889,7157.322222222222,28102.633333333335,9417.611111111111
124,2014,4258.111111111111,10547.055555555555,47416.48888888889,14805.166666666666
125,2014,4221.788888888889,11416.511111111111,50753.42222222222,15638.3
126,2014,6699.611111111111,18330.544444444444,80131.94444444444,25030.155555555553
127,2014,3574.733333333333,10498.422222222222,45656.21111111111,14073.155555555555
129,2014,3427.788888888889,9746.122222222222,43900.92222222222,13173.91111111111
130,2014,5166.622222222222,13201.077777777778,68579.52222222222,18367.7
131,2014,3488.722222222222,9011.655555555555,40978.9,12500.377777777778
133,2014,5236.688888888889,14070.922222222222,61199.26666666667,19307.61111111111
134,2014,4835.888888888889,13534.144444444444,57739.96666666667,18370.033333333333
136,2014,4762.111111111111,13615.355555555556,56894.21111111111,18377.466666666667
137,2014,4946.533333333334,13715.744444444445,56920.72222222222,18662.277777777777
138,2014,5333.233333333334,15399.555555555555,65119.03333333333,20732.78888888889
139,2014,3628.0,10079.1,52537.76666666667,13707.1
140,2014,3129.8444444444444,9500.266666666666,40441.5,12630.111111111111
141,2014,3733.766666666667,11046.744444444445,47047.322222222225,14780.511111111111
142,2014,3359.322222222222,9317.288888888888,39959.26666666667,12676.61111111111
143,2014,1901.8333333333333,5148.455555555555,25596.522222222222,7050.288888888888
144,2014,1907.5666666666666,5603.266666666666,24763.977777777778,7510.833333333333
145,2014,3404.488888888889,9502.1,44384.0,12906.58888888889
146,2014,2935.733333333333,7785.777777777777,34730.76666666667,10721.511111111111
147,2014,1146.8444444444444,3856.0777777777776,14911.888888888889,5002.9222222222215
148,2014,2101.8777777777777,6085.4111111111115,25272.033333333333,8187.288888888889
149,2014,4179.955555555555,10448.08888888889,44770.822222222225,14628.044444444444
152,2014,1555.4333333333334,4370.622222222222,21241.055555555555,5926.055555555556
153,2014,4077.4666666666667,11347.41111111111,50558.12222222222,15424.877777777778
155,2014,1215.888888888889,3789.0444444444443,15064.677777777777,5004.933333333333
157,2014,3613.233333333333,10298.577777777778,44959.188888888886,13911.811111111112
158,2014,3424.511111111111,9613.666666666666,42732.055555555555,13038.177777777777
159,2014,3863.322222222222,11475.122222222222,47601.07777777778,15338.444444444445
160,2014,719.4888888888889,2149.488888888889,9381.122222222222,2868.977777777778
161,2014,4185.633333333333,11190.81111111111,48906.822222222225,15376.444444444443
162,2014,5112.888888888889,13736.31111111111,59458.08888888889,18849.199999999997
163,2014,3864.5777777777776,10290.433333333332,45427.833333333336,14155.011111111111
164,2014,6336.433333333333,17763.911111111112,80595.93333333333,24100.344444444447
165,2014,3681.3444444444444,10574.08888888889,46602.4,14255.433333333334
166,2014,5493.766666666666,14655.133333333333,64327.28888888889,20148.9
167,2014,2789.9,7999.733333333334,37469.3,10789.633333333333
168,2014,5149.022222222222,13205.633333333333,55380.833333333336,18354.655555555553
169,2014,5389.277777777777,13824.777777777777,57813.822222222225,19214.055555555555
170,2014,4913.233333333334,14060.844444444445,58527.41111111111,18974.077777777777
171,2014,2761.4444444444443,8207.255555555555,33985.24444444444,10968.7
172,2014,3275.0666666666666,9562.055555555555,40140.322222222225,12837.12222222222
173,2014,2817.588888888889,8137.966666666666,34254.57777777778,10955.555555555555
174,2014,4347.977777777778,12205.011111111111,53541.78888888889,16552.98888888889
175,2014,3257.5777777777776,9349.533333333333,39794.58888888889,12607.11111111111
176,2014,3578.233333333333,10887.066666666668,45229.933333333334,14465.300000000001
177,2014,5024.4111111111115,13967.577777777778,61024.24444444444,18991.98888888889
178,2014,3277.9,9894.988888888889,41778.433333333334,13172.888888888889
179,2014,4237.5,11742.177777777777,49028.63333333333,15979.677777777777
180,2014,2808.5666666666666,8289.611111111111,36281.7,11098.177777777779
181,2014,2479.5666666666666,6882.166666666667,30665.88888888889,9361.733333333334
182,2014,3030.133333333333,8676.511111111111,36926.57777777778,11706.644444444444
185,2014,3760.8,9708.788888888888,50840.055555555555,13469.588888888888
186,2014,2432.5222222222224,6662.233333333334,31668.31111111111,9094.755555555555
187,2014,2781.3777777777777,7508.777777777777,32689.944444444445,10290.155555555555
188,2014,3560.3777777777777,9548.977777777778,41114.22222222222,13109.355555555556
189,2014,4430.488888888889,11075.0,49783.98888888889,15505.488888888889
190,2014,3939.4666666666667,10853.08888888889,46052.955555555556,14792.555555555557
191,2014,4015.277777777778,10445.81111111111,43312.63333333333,14461.088888888888
192,2014,3454.8444444444444,9237.422222222222,40833.22222222222,12692.266666666666
193,2014,2.477777777777778,4.477777777777778,34.58888888888889,6.955555555555556
194,2014,3509.4555555555557,10234.81111111111,46534.74444444444,13744.266666666666
195,2014,6465.7555555555555,18453.911111111112,86336.0,24919.666666666668
196,2014,4009.9,11290.133333333333,53083.02222222222,15300.033333333333
197,2014,3594.6555555555556,9845.1,44839.76666666667,13439.755555555555
198,2014,5361.955555555555,14177.777777777777,64294.77777777778,19539.733333333334
199,2014,4093.1,10387.81111111111,47275.044444444444,14480.91111111111
200,2014,3081.811111111111,6622.488888888889,34226.433333333334,9704.3
201,2014,3925.2555555555555,8577.166666666666,44031.87777777778,12502.422222222222
202,2014,6874.988888888889,17916.744444444445,86096.95555555556,24791.733333333334
203,2014,4964.155555555555,14412.744444444445,62579.177777777775,19376.9
204,2014,3373.4,9194.611111111111,38993.21111111111,12568.011111111111
205,2014,2953.322222222222,8605.577777777778,36363.78888888889,11558.900000000001
206,2014,3674.7555555555555,11049.155555555555,47361.566666666666,14723.91111111111
208,2014,3546.7,9460.5,40778.444444444445,13007.2
209,2014,2122.8444444444444,5426.1,23940.722222222223,7548.944444444445
211,2014,3383.8555555555554,7808.366666666667,35769.666666666664,11192.222222222223
212,2014,1388.6333333333334,4077.733333333333,17768.133333333335,5466.366666666667
214,2014,3586.0777777777776,9381.022222222222,40087.28888888889,12967.099999999999
215,2014,3539.1666666666665,9237.844444444445,40188.37777777778,12777.011111111111
216,2014,3529.2555555555555,9869.41111111111,42381.84444444445,13398.666666666666
217,2014,1453.4333333333334,4666.033333333334,18541.866666666665,6119.466666666667
218,2014,2188.866666666667,6322.4111111111115,27973.2,8511.277777777777
220,2014,1759.8222222222223,5149.8,20901.522222222222,6909.622222222222
221,2014,2577.3888888888887,7871.144444444444,34126.57777777778,10448.533333333333
222,2014,2541.6111111111113,6829.0,31313.977777777778,9370.611111111111
223,2014,1112.7111111111112,3243.6555555555556,13558.6,4356.366666666667
224,2014,2196.322222222222,6404.866666666667,27072.12222222222,8601.18888888889
225,2014,1523.2555555555555,4540.155555555555,18437.28888888889,6063.411111111111
226,2014,1400.2888888888888,4102.155555555555,16978.87777777778,5502.444444444443
227,2014,1727.7333333333333,5258.144444444444,21646.9,6985.877777777778
