NB_SCATS_SITE,QT_INTERVAL_COUNT,from8to9,from3to6_30,QT_VOLUME_24HOUR,combined_peak
100,2020,1557.3555555555556,5401.011111111111,20050.722222222223,6958.366666666667
101,2020,1599.9222222222222,4757.688888888889,19692.68888888889,6357.611111111111
102,2020,2044.8222222222223,5981.077777777778,25125.6,8025.9
103,2020,1003.7222222222222,2947.5,12640.288888888888,3951.222222222222
104,2020,1488.3111111111111,4541.066666666667,19724.466666666667,6029.377777777778
105,2020,3308.7,9429.477777777778,39945.91111111111,12738.177777777779
106,2020,1520.8777777777777,4240.711111111111,17026.477777777778,5761.5888888888885
107,2020,3557.322222222222,10043.3,41269.544444444444,13600.62222222222
108,2020,1217.5777777777778,3586.2555555555555,14430.966666666667,4803.833333333333
109,2020,2009.3444444444444,5581.144444444444,22395.666666666668,7590.488888888889
111,2020,2161.3,6129.988888888889,25772.655555555557,8291.288888888888
112,2020,2801.188888888889,7776.4,34420.91111111111,10577.588888888888
113,2020,1870.2444444444445,5451.0,22699.977777777778,7321.2444444444445
114,2020,2139.3777777777777,6242.377777777778,26030.355555555554,8381.755555555555
115,2020,2342.1666666666665,6914.688888888889,28673.3,9256.855555555556
116,2020,1474.0111111111112,3731.5777777777776,17386.777777777777,5205.5888888888885
117,2020,6710.322222222222,22979.8,105734.21111111112,29690.12222222222
118,2020,1305.7777777777778,3871.588888888889,15451.977777777778,5177.366666666667
119,2020,2048.9555555555557,5895.622222222222,26977.81111111111,7944.5777777777785
120,2020,4339.144444444444,11347.122222222222,48897.811111111114,15686.266666666666
121,2020,4943.188888888889,14133.266666666666,59650.02222222222,19076.455555555556
122,2020,1774.0555555555557,5758.833333333333,22335.6,7532.888888888889
124,2020,3199.1,8828.544444444444,38011.944444444445,12027.644444444444
125,2020,2812.4,8372.2,35243.7,11184.6
126,2020,5034.555555555556,14390.744444444445,61370.333333333336,19425.3
127,2020,2557.5,8480.933333333332,35245.36666666667,11038.433333333332
129,2020,2507.188888888889,7975.3,34068.933333333334,10482.488888888889
130,2020,3149.911111111111,9465.08888888889,42141.955555555556,12615.0
131,2020,2267.6555555555556,6571.022222222222,29244.277777777777,8838.677777777777
133,2020,4431.111111111111,12639.122222222222,52169.166666666664,17070.233333333334
134,2020,3867.4777777777776,11099.622222222222,45736.566666666666,14967.1
136,2020,3298.5444444444443,9003.3,38499.6,12301.844444444443
137,2020,4376.111111111111,12633.333333333334,51902.37777777778,17009.444444444445
138,2020,5111.2444444444445,15382.577777777778,62269.85555555556,20493.822222222225
139,2020,3100.9333333333334,8466.5,37856.27777777778,11567.433333333334
140,2020,2587.9,8080.233333333334,33509.02222222222,10668.133333333333
141,2020,3177.711111111111,9666.844444444445,39861.944444444445,12844.555555555557
142,2020,2630.3444444444444,7473.455555555555,31249.71111111111,10103.8
143,2020,1495.2666666666667,4327.944444444444,19182.933333333334,5823.211111111111
144,2020,1456.3555555555556,4290.2555555555555,18769.744444444445,5746.611111111111
145,2020,3036.766666666667,8346.255555555555,39537.52222222222,11383.022222222222
146,2020,2347.9222222222224,6410.055555555556,28087.455555555556,8757.977777777778
147,2020,931.8777777777777,3067.7,11958.511111111111,3999.5777777777776
148,2020,1674.3,5246.333333333333,23290.477777777778,6920.633333333333
149,2020,3299.9777777777776,8335.888888888889,36705.322222222225,11635.866666666667
152,2020,1406.6555555555556,3653.733333333333,20007.022222222222,5060.388888888889
153,2020,2974.366666666667,8495.888888888889,37092.08888888889,11470.255555555555
154,2020,774.8888888888889,2232.8444444444444,9160.444444444445,3007.7333333333336
155,2020,1046.2666666666667,3342.0222222222224,13275.9,4388.288888888889
157,2020,3036.0,9249.488888888889,38604.48888888889,12285.488888888889
158,2020,2987.9777777777776,8533.288888888888,37551.53333333333,11521.266666666666
159,2020,2778.322222222222,8213.133333333333,34242.41111111111,10991.455555555556
160,2020,531.3333333333334,1718.0444444444445,7170.777777777777,2249.3777777777777
161,2020,2990.1,8127.844444444445,34531.47777777778,11117.944444444445
