NB_SCATS_SITE,QT_INTERVAL_COUNT,from8to9,from3to6_30,QT_VOLUME_24HOUR,combined_peak
100,2019,2026.5555555555557,7302.833333333333,27300.78888888889,9329.388888888889
101,2019,1866.0666666666666,5402.7444444444445,22229.7,7268.811111111111
102,2019,2672.7444444444445,7641.644444444444,32289.666666666668,10314.388888888889
103,2019,1110.7444444444445,2939.9555555555557,13435.4,4050.7000000000003
104,2019,1758.4444444444443,5376.7555555555555,23096.055555555555,7135.2
105,2019,4467.2444444444445,11773.011111111111,51956.333333333336,16240.255555555555
106,2019,1998.9888888888888,5220.2,21049.344444444443,7219.188888888889
107,2019,4463.2,12243.611111111111,51683.21111111111,16706.81111111111
108,2019,1774.3666666666666,4839.688888888889,21593.88888888889,6614.055555555556
109,2019,2711.5222222222224,7018.733333333334,28145.022222222222,9730.255555555555
111,2019,3014.3333333333335,8039.1,34639.65555555555,11053.433333333334
112,2019,3768.3555555555554,9544.144444444444,44981.5,13312.5
113,2019,2814.5555555555557,7489.122222222222,32111.71111111111,10303.677777777779
114,2019,3168.7,8625.988888888889,36855.35555555556,11794.68888888889
115,2019,3418.0444444444443,9497.477777777778,40285.97777777778,12915.522222222222
116,2019,2078.2555555555555,4672.522222222222,23193.944444444445,6750.777777777777
117,2019,7110.822222222222,19760.733333333334,94229.32222222222,26871.555555555555
118,2019,1795.9444444444443,4812.455555555555,19331.766666666666,6608.4
119,2019,2598.088888888889,7056.888888888889,33972.71111111111,9654.977777777778
120,2019,5955.233333333334,15080.366666666667,65696.8111111111,21035.6
121,2019,6642.544444444445,17342.911111111112,77616.8,23985.455555555556
122,2019,2298.633333333333,7223.622222222222,27904.266666666666,9522.255555555555
124,2019,4344.666666666667,10950.133333333333,49143.822222222225,15294.8
125,2019,3754.3333333333335,10378.366666666667,45363.72222222222,14132.7
126,2019,6740.177777777778,18238.144444444446,80543.54444444444,24978.322222222225
127,2019,3324.366666666667,10367.522222222222,44701.6,13691.888888888889
129,2019,3322.9555555555557,9934.844444444445,44633.75555555556,13257.800000000001
130,2019,3288.733333333333,9424.544444444444,43538.044444444444,12713.277777777777
131,2019,3153.911111111111,8265.866666666667,38807.38888888889,11419.777777777777
133,2019,5895.955555555555,15565.866666666667,66808.71111111112,21461.82222222222
134,2019,4897.622222222222,13732.122222222222,58123.47777777778,18629.744444444445
136,2019,4506.133333333333,11950.933333333332,52170.044444444444,16457.066666666666
137,2019,5598.933333333333,15296.377777777778,64539.71111111111,20895.31111111111
138,2019,2472.177777777778,7067.877777777778,29104.51111111111,9540.055555555555
139,2019,3742.133333333333,9815.433333333332,44972.08888888889,13557.566666666666
140,2019,3058.866666666667,9082.622222222222,39194.23333333333,12141.488888888889
141,2019,3885.866666666667,11313.68888888889,47831.13333333333,15199.555555555557
142,2019,3303.6222222222223,8850.044444444444,37554.47777777778,12153.666666666666
143,2019,1848.888888888889,5129.355555555556,23452.6,6978.2444444444445
144,2019,1814.8555555555556,5229.133333333333,23191.555555555555,7043.988888888889
145,2019,3686.8444444444444,9450.177777777777,47853.3,13137.022222222222
146,2019,3047.6555555555556,7805.311111111111,35567.48888888889,10852.966666666667
147,2019,1260.3777777777777,4008.8,15580.144444444444,5269.177777777778
148,2019,2511.4333333333334,6658.477777777778,30105.233333333334,9169.911111111112
149,2019,4333.344444444445,10385.122222222222,45066.52222222222,14718.466666666667
152,2019,1604.0111111111112,3931.9666666666667,20866.222222222223,5535.977777777778
153,2019,4010.233333333333,10663.066666666668,48844.688888888886,14673.300000000001
154,2019,512.5888888888888,1352.2888888888888,5450.788888888889,1864.8777777777777
155,2019,1336.5555555555557,4121.655555555555,16467.433333333334,5458.211111111111
157,2019,3677.0777777777776,10837.844444444445,46285.91111111111,14514.922222222223
158,2019,3578.266666666667,9705.7,43801.28888888889,13283.966666666667
159,2019,3988.366666666667,11361.266666666666,47141.6,15349.633333333333
160,2019,736.8666666666667,2233.8777777777777,9242.733333333334,2970.7444444444445
161,2019,4531.733333333334,11313.355555555556,49957.555555555555,15845.08888888889
162,2019,5474.211111111111,14297.91111111111,61955.38888888889,19772.12222222222
163,2019,3996.6,10035.011111111111,44609.544444444444,14031.611111111111
164,2019,6531.344444444445,17627.544444444444,82117.27777777778,24158.88888888889
165,2019,3349.366666666667,9252.6,41252.455555555556,12601.966666666667
166,2019,5646.355555555556,14522.91111111111,63159.07777777778,20169.266666666666
167,2019,2596.588888888889,7527.4,33934.333333333336,10123.988888888889
168,2019,5481.077777777778,13401.08888888889,56594.88888888889,18882.166666666668
169,2019,5803.655555555555,14473.8,60490.944444444445,20277.455555555556
170,2019,5156.544444444445,14262.0,60338.87777777778,19418.544444444444
171,2019,2954.311111111111,8452.31111111111,35193.02222222222,11406.62222222222
172,2019,3145.9666666666667,9189.566666666668,39099.9,12335.533333333335
173,2019,2894.4333333333334,8404.666666666666,35596.9,11299.099999999999
174,2019,4537.766666666666,12592.822222222223,53570.97777777778,17130.588888888888
175,2019,3664.6555555555556,10113.833333333334,42597.066666666666,13778.488888888889
176,2019,5092.177777777778,13849.866666666667,60641.444444444445,18942.044444444444
177,2019,5897.688888888889,15582.344444444445,68226.57777777778,21480.033333333333
178,2019,3139.0222222222224,9458.077777777778,39958.74444444444,12597.1
179,2019,4245.4,11375.5,48716.7,15620.9
180,2019,2906.288888888889,8642.766666666666,36469.41111111111,11549.055555555555
181,2019,2414.988888888889,6602.833333333333,29483.422222222223,9017.822222222221
182,2019,3053.677777777778,8567.177777777777,36085.76666666667,11620.855555555554
185,2019,6285.733333333334,16674.722222222223,84722.52222222222,22960.455555555556
186,2019,2434.188888888889,6918.622222222222,33644.73333333333,9352.81111111111
187,2019,3042.266666666667,7656.6,35216.15555555555,10698.866666666667
188,2019,3703.811111111111,9791.466666666667,43341.22222222222,13495.277777777777
189,2019,4658.222222222223,11588.022222222222,53523.555555555555,16246.244444444445
190,2019,4159.122222222222,10736.644444444444,48019.6,14895.766666666666
191,2019,4262.677777777778,10742.955555555556,47524.61111111111,15005.633333333335
192,2019,3553.8444444444444,9360.511111111111,42386.84444444445,12914.355555555556
193,2019,0.0,0.0,0.0,0.0
194,2019,3374.722222222222,9896.166666666666,46070.22222222222,13270.888888888889
195,2019,6304.266666666666,17666.066666666666,85454.75555555556,23970.333333333332
196,2019,4345.7555555555555,11906.644444444444,56288.76666666667,16252.4
197,2019,3916.722222222222,10677.844444444445,49244.4,14594.566666666668
198,2019,4796.066666666667,13563.711111111112,59108.333333333336,18359.777777777777
199,2019,4353.777777777777,10735.0,50480.566666666666,15088.777777777777
200,2019,3325.9444444444443,7096.5888888888885,38184.88888888889,10422.533333333333
201,2019,4277.888888888889,9282.31111111111,48674.333333333336,13560.199999999999
202,2019,6526.955555555555,16854.411111111112,80871.42222222222,23381.36666666667
203,2019,4946.922222222222,14137.655555555555,61793.87777777778,19084.577777777777
204,2019,3479.866666666667,9798.422222222222,41857.72222222222,13278.288888888888
205,2019,3538.6555555555556,9502.277777777777,42959.26666666667,13040.933333333332
206,2019,3905.688888888889,11533.755555555555,52305.85555555556,15439.444444444445
208,2019,3946.2555555555555,10291.655555555555,44693.74444444444,14237.91111111111
209,2019,2372.277777777778,6301.177777777778,26662.8,8673.455555555556
211,2019,3370.211111111111,8223.677777777777,36694.51111111111,11593.888888888889
212,2019,1337.4444444444443,4041.0777777777776,16848.588888888888,5378.522222222222
213,2019,1948.9555555555555,5623.3,22580.1,7572.2555555555555
214,2019,3777.233333333333,10507.322222222223,44561.455555555556,14284.555555555557
215,2019,3612.5777777777776,9714.08888888889,39854.3,13326.666666666668
216,2019,3555.8888888888887,10239.6,43747.48888888889,13795.488888888889
217,2019,1698.088888888889,5182.2555555555555,20429.533333333333,6880.344444444445
218,2019,2289.0444444444443,6890.366666666667,28590.422222222223,9179.41111111111
220,2019,1732.2444444444445,5260.522222222222,20765.644444444446,6992.766666666666
221,2019,2869.8555555555554,8497.955555555556,35783.955555555556,11367.811111111112
222,2019,2698.011111111111,7499.266666666666,31870.133333333335,10197.277777777777
223,2019,925.1333333333333,2553.7444444444445,10780.677777777777,3478.8777777777777
224,2019,1502.0222222222221,4388.188888888889,18429.78888888889,5890.211111111111
225,2019,1568.6777777777777,4782.188888888889,18746.7,6350.866666666667
226,2019,1714.1333333333334,5117.222222222223,20183.655555555557,6831.355555555556
227,2019,1872.2111111111112,5703.277777777777,23145.444444444445,7575.488888888889
228,2019,1743.4666666666667,5035.522222222222,20514.644444444446,6778.988888888889
229,2019,1098.0333333333333,3058.8777777777777,12620.855555555556,4156.911111111111
230,2019,2234.988888888889,6122.0,26622.12222222222,8356.988888888889
231,2019,2821.9,8276.58888888889,35564.055555555555,11098.488888888889
232,2019,2499.8777777777777,6608.133333333333,28593.755555555555,9108.011111111111
233,2019,3378.0333333333333,9778.722222222223,40978.24444444444,13156.755555555555
235,2019,2762.5777777777776,6902.7555555555555,27565.555555555555,9665.333333333332
236,2019,3382.133333333333,8534.433333333332,33804.933333333334,11916.566666666666
237,2019,4420.388888888889,11153.211111111112,45934.71111111111,15573.6
238,2019,2768.5222222222224,7038.288888888889,29461.8,9806.811111111112
239,2019,4077.2,10700.3,46581.26666666667,14777.5
240,2019,2145.266666666667,5116.577777777778,21077.044444444444,7261.844444444445
241,2019,2804.511111111111,9045.08888888889,35230.77777777778,11849.6
242,2019,875.6222222222223,2403.211111111111,10388.0,3278.8333333333335
243,2019,1119.3,3526.4333333333334,14556.344444444445,4645.733333333334
244,2019,1801.9222222222222,5423.366666666667,23226.87777777778,7225.288888888889
245,2019,835.7,2606.4222222222224,10814.466666666667,3442.1222222222223
247,2019,1658.2555555555555,4782.3,20885.17777777778,6440.555555555556
248,2019,1516.411111111111,4616.688888888889,19954.577777777777,6133.1
249,2019,1668.7333333333333,4621.888888888889,20330.82222222222,6290.622222222222
250,2019,1566.7,4689.833333333333,20215.98888888889,6256.533333333333
251,2019,4425.177777777778,12368.288888888888,56396.688888888886,16793.466666666667
252,2019,3390.6555555555556,8901.433333333332,43974.955555555556,12292.088888888888
253,2019,3095.1111111111113,9533.2,43111.85555555556,12628.311111111112
254,2019,2406.3555555555554,7123.677777777778,32184.477777777778,9530.033333333333
255,2019,3620.8777777777777,9240.966666666667,38666.944444444445,12861.844444444445
256,2019,5665.777777777777,15969.844444444445,72658.66666666667,21635.62222222222
257,2019,4293.933333333333,12531.866666666667,60938.46666666667,16825.8
258,2019,3906.1444444444446,11319.888888888889,50391.36666666667,15226.033333333333
259,2019,2416.277777777778,6471.166666666667,27327.566666666666,8887.444444444445
260,2019,2621.2,8230.666666666666,38898.433333333334,10851.866666666665
261,2019,2992.1222222222223,7946.2555555555555,33813.98888888889,10938.377777777778
262,2019,2220.266666666667,5958.0888888888885,29134.31111111111,8178.355555555556
263,2019,2550.1222222222223,6031.166666666667,25703.411111111112,8581.288888888888
264,2019,5570.5888888888885,12513.31111111111,59636.37777777778,18083.899999999998
265,2019,6626.955555555555,15547.977777777778,77431.56666666667,22174.933333333334
266,2019,2805.277777777778,7475.344444444445,32675.71111111111,10280.622222222222
267,2019,3437.2444444444445,9588.7,43219.72222222222,13025.944444444445
268,2019,4222.433333333333,11368.91111111111,47333.85555555556,15591.344444444443
269,2019,2785.1555555555556,6904.022222222222,31265.644444444446,9689.177777777777
270,2019,4794.877777777778,12472.9,58865.188888888886,17267.777777777777
271,2019,2923.677777777778,7910.611111111111,34720.53333333333,10834.288888888888
272,2019,2302.866666666667,5892.7,25188.333333333332,8195.566666666666
273,2019,973.1555555555556,2702.4666666666667,10908.677777777777,3675.6222222222223
274,2019,2586.233333333333,7289.466666666666,30064.744444444445,9875.699999999999
275,2019,2331.722222222222,5952.322222222222,24736.71111111111,8284.044444444444
