HMGNS_FLOW_ID,HMGNS_LNK_ID,HMGNS_LNK_DESC,FLOW,AVERAGE,MORNING_MEAN,AFTERNOON_MEAN
15964,2157, WEST GATE FREEWAY btwn ramps at Western link,WEST BOUND,7796.196428571428,6361.571428571428,9230.82142857143
14538,2163, WEST GATE FREEWAY E BD BTWN $$ & $$,EAST BOUND,7540.428571428572,7525.571428571428,7555.285714285715
7472,8417, MONASH FREEWAY btwn Huntingdale Rd and Forster Rd,WEST BOUND,6521.232142857143,6690.857142857143,6351.607142857143
371,8417, MONASH FREEWAY btwn Huntingdale Rd and Forster Rd,EAST BOUND,6500.660714285715,5610.428571428572,7390.892857142857
5,8726, MONASH FREEWAY btwn Blackburn Rd & Forster Rd,EAST BOUND,6411.553571428572,5273.0,7550.107142857143
372,8520, MONASH FREEWAY btwn FORSTER ROAD & MONASH FREEWAY Onramp,EAST BOUND,6400.821428571428,5077.571428571428,7724.071428571428
188,8622, MONASH FREEWAY btwn MONASH FREEWAY Offramp & FORSTER ROAD,EAST BOUND,6400.821428571428,5077.571428571428,7724.071428571428
7712,8520, MONASH FREEWAY btwn FORSTER ROAD & MONASH FREEWAY Onramp,WEST BOUND,6307.303571428572,6572.714285714285,6041.892857142857
7471,8622, MONASH FREEWAY btwn MONASH FREEWAY Offramp & FORSTER ROAD,WEST BOUND,6307.303571428572,6572.714285714285,6041.892857142857
1062,1292, WEST GATE FREEWAY btwn Williamstown Rd & Todd Rd,EAST BOUND,6205.803571428572,6624.785714285715,5786.821428571428
6571,8726, MONASH FREEWAY btwn Blackburn Rd & Forster Rd,WEST BOUND,6202.375,6529.642857142857,5875.107142857143
7961,1295, WEST GATE FREEWAY btwn WEST GATE FREEWAY Offramp & WEST GATE FREEWAY,SOUTH WEST BOUND,6184.303571428572,4688.0,7680.607142857143
373,2, MONASH FREEWAY btwn BLACKBURN ROAD & MONASH FREEWAY Onramp,EAST BOUND,6124.821428571428,4858.571428571428,7391.071428571428
189,84, MONASH FREEWAY btwn MONASH FREEWAY Offramp & BLACKBURN ROAD,SOUTH EAST BOUND,6124.821428571428,4858.571428571428,7391.071428571428
6946,289, MONASH FREEWAY btwn MONASH FREEWAY Offramp & MONASH FREEWAY Onramp,NORTH WEST BOUND,6064.714285714285,6278.0,5851.428571428572
7470,2, MONASH FREEWAY btwn BLACKBURN ROAD & MONASH FREEWAY Onramp,WEST BOUND,6050.392857142857,6304.857142857143,5795.928571428572
7711,84, MONASH FREEWAY btwn MONASH FREEWAY Offramp & BLACKBURN ROAD,NORTH WEST BOUND,6050.392857142857,6304.857142857143,5795.928571428572
7473,8212, MONASH FREEWAY btwn Warrigal Rd off & Huningdale Rd,WEST BOUND,6015.875,6274.714285714285,5757.035714285715
187,8212, MONASH FREEWAY btwn Warrigal Rd off & Huningdale Rd,EAST BOUND,6003.339285714285,5096.642857142857,6910.035714285715
15767,2251, WEST GATE FREEWAY btwn MONTAGUE STREET & WESTERN LINK TOLLWAY,WEST BOUND,5933.946428571428,4669.642857142857,7198.25
15965,1301, WEST GATE FREEWAY btwn Western link and Montague St,WEST BOUND,5933.946428571428,4669.642857142857,7198.25
14541,2168, WEST GATE FWY E BD BTWN RAMP AT LORIMER ST & Montague St,WEST BOUND,5933.946428571428,4669.642857142857,7198.25
6570,188, MONASH FREEWAY btwn Blackburn Rd & Ferntree Gully Rd,NORTH WEST BOUND,5925.125,6349.928571428572,5500.321428571428
15929,2168, WEST GATE FWY E BD BTWN RAMP AT LORIMER ST & Montague St,EAST BOUND,5900.767857142857,6089.357142857143,5712.178571428572
14539,2164, WEST GATE FREEWAY E BD BTWN $$ & $$,WEST BOUND,5900.767857142857,6089.357142857143,5712.178571428572
14580,2244, MONASH FREEWAY btwn RAMPS AT WELLINGTON ROAD,NORTH WEST BOUND,5843.428571428572,6089.142857142857,5597.714285714285
190,188, MONASH FREEWAY btwn Blackburn Rd & Ferntree Gully Rd,SOUTH EAST BOUND,5834.803571428572,4657.714285714285,7011.892857142857
6569,282, MONASH FREEWAY btwn MONASH FREEWAY Onramp & MONASH FREEWAY Offramp,NORTH WEST BOUND,5820.303571428572,6344.5,5296.107142857143
15742,2168, WEST GATE FWY E BD BTWN RAMP AT LORIMER ST & Montague St,WEST BOUND,5817.875,5147.0,6488.75
1589,1291, WEST GATE FREEWAY btwn WILLIAMSTOWN ROAD & WEST GATE FREEWAY Onramp,EAST BOUND,5791.017857142857,5976.071428571428,5605.964285714285
1255,1290, WEST GATE FREEWAY btwn WEST GATE FREEWAY Offramp & WILLIAMSTOWN ROAD,EAST BOUND,5791.017857142857,5976.071428571428,5605.964285714285
186,7480, MONASH FREEWAY btwn BURKE ROAD & MONASH FREEWAY Onramp,SOUTH EAST BOUND,5781.517857142857,4586.285714285715,6976.75
2,7581, MONASH FREEWAY btwn MONASH FREEWAY Offramp & BURKE ROAD,EAST BOUND,5781.517857142857,4586.285714285715,6976.75
3,7682, MONASH FREEWAY btwn Bourke Rd & High St,SOUTH EAST BOUND,5730.946428571428,4863.071428571428,6598.821428571428
7474,7994, MONASH FREEWAY btwn WARRIGAL ROAD & MONASH FREEWAY Onramp,NORTH WEST BOUND,5726.285714285715,5967.142857142857,5485.428571428572
6572,8102, MONASH FREEWAY btwn MONASH FREEWAY Offramp & WARRIGAL ROAD,WEST BOUND,5726.285714285715,5967.142857142857,5485.428571428572
4,7994, MONASH FREEWAY btwn WARRIGAL ROAD & MONASH FREEWAY Onramp,SOUTH EAST BOUND,5702.660714285715,4523.714285714285,6881.607142857143
369,8102, MONASH FREEWAY btwn MONASH FREEWAY Offramp & WARRIGAL ROAD,EAST BOUND,5702.660714285715,4523.714285714285,6881.607142857143
553,7787, MONASH FREEWAY btwn HIGH STREET & MONASH FREEWAY Onramp,SOUTH BOUND,5697.375,4519.5,6875.25
375,289, MONASH FREEWAY btwn MONASH FREEWAY Offramp & MONASH FREEWAY Onramp,SOUTH EAST BOUND,5649.446428571428,4398.857142857143,6900.035714285715
6574,7371, MONASH FREEWAY btwn Toorak Rd & Bourke Rd,WEST BOUND,5600.607142857143,6055.857142857143,5145.357142857143
374,282, MONASH FREEWAY btwn MONASH FREEWAY Onramp & MONASH FREEWAY Offramp,SOUTH EAST BOUND,5592.553571428572,4446.428571428572,6738.678571428572
14985,2244, MONASH FREEWAY btwn RAMPS AT WELLINGTON ROAD,SOUTH EAST BOUND,5565.089285714285,4414.642857142857,6715.535714285715
6950,7581, MONASH FREEWAY btwn MONASH FREEWAY Offramp & BURKE ROAD,WEST BOUND,5476.25,5706.571428571428,5245.928571428572
7475,7480, MONASH FREEWAY btwn BURKE ROAD & MONASH FREEWAY Onramp,NORTH WEST BOUND,5476.25,5706.571428571428,5245.928571428572
1588,1287, WEST GATE FREEWAY btwn WEST GATE FREEWAY Offramp & MILLERS ROAD,EAST BOUND,5465.767857142857,5640.571428571428,5290.964285714285
1253,1288, WEST GATE FREEWAY btwn MILLERS ROAD & WEST GATE FREEWAY Onramp,EAST BOUND,5465.767857142857,5640.571428571428,5290.964285714285
8543,1288, WEST GATE FREEWAY btwn MILLERS ROAD & WEST GATE FREEWAY Onramp,WEST BOUND,5444.607142857143,4284.5,6604.714285714285
7963,1287, WEST GATE FREEWAY btwn WEST GATE FREEWAY Offramp & MILLERS ROAD,WEST BOUND,5444.607142857143,4284.5,6604.714285714285
1591,1295, WEST GATE FREEWAY btwn WEST GATE FREEWAY Offramp & WEST GATE FREEWAY,NORTH EAST BOUND,5433.928571428572,5607.642857142857,5260.214285714285
7964,1286, WEST GATE FREEWAY btwn Millers Rd & Grieve Pde,WEST BOUND,5432.035714285715,3966.4285714285716,6897.642857142857
15537,1955, MONASH FWY SE BD BTWN RAMPS AT JACKSONS RD,SOUTH EAST BOUND,5396.839285714285,4281.071428571428,6512.607142857143
6949,7787, MONASH FREEWAY btwn HIGH STREET & MONASH FREEWAY Onramp,NORTH BOUND,5383.428571428572,5609.928571428572,5156.928571428572
16265,2627, TULLAMARINE FREEWAY BTWN RAMPS AT MOUNT ALEXANDER ROAD,WEST BOUND,5367.214285714285,4466.857142857143,6267.571428571428
875,1286, WEST GATE FREEWAY btwn Millers Rd & Grieve Pde,EAST BOUND,5362.732142857143,5450.571428571428,5274.892857142857
552,7371, MONASH FREEWAY btwn Toorak Rd & Bourke Rd,EAST BOUND,5358.160714285715,4346.357142857143,6369.964285714285
7709,310, MONASH FREEWAY btwn SOUTH GIPPSLAND FREEWAY & MONASH FREEWAY Offramp,NORTH WEST BOUND,5351.464285714285,5476.857142857143,5226.071428571428
15684,2627, TULLAMARINE FREEWAY BTWN RAMPS AT MOUNT ALEXANDER ROAD,EAST BOUND,5331.803571428572,5604.785714285715,5058.821428571428
6948,7884, MONASH FREEWAY btwn Warrigal Rd & High St,NORTH WEST BOUND,5326.892857142857,5489.0,5164.785714285715
14465,2157, WEST GATE FREEWAY btwn ramps at Western link,EAST BOUND,5294.714285714285,5253.357142857143,5336.071428571428
8350,1291, WEST GATE FREEWAY btwn WILLIAMSTOWN ROAD & WEST GATE FREEWAY Onramp,WEST BOUND,5263.821428571428,4142.214285714285,6385.428571428572
8886,1290, WEST GATE FREEWAY btwn WEST GATE FREEWAY Offramp & WILLIAMSTOWN ROAD,WEST BOUND,5263.821428571428,4142.214285714285,6385.428571428572
368,7264, MONASH FREEWAY btwn MONASH FREEWAY Offramp & TOORAK ROAD,SOUTH EAST BOUND,5255.910714285715,4169.357142857143,6342.464285714285
14471,1956, MONASH FWY SE BD BTWN JACKSONS RD & EASTLINK,SOUTH EAST BOUND,5240.5,4157.142857142857,6323.857142857143
554,7884, MONASH FREEWAY btwn Warrigal Rd & High St,SOUTH EAST BOUND,5239.982142857143,4491.071428571428,5988.892857142857
6573,7682, MONASH FREEWAY btwn Bourke Rd & High St,NORTH WEST BOUND,5219.642857142857,5527.857142857143,4911.428571428572
1254,1289, WEST GATE FREEWAY btwn Millers Rd & Williamstown Rd,EAST BOUND,5212.875,5384.0,5041.75
15921,2620, SOUTHERN LINK TOLLWAY BTWN YARRA BVD & MONASH FWY,NORTH WEST BOUND,5207.428571428572,5742.142857142857,4672.714285714285
7714,7264, MONASH FREEWAY btwn MONASH FREEWAY Offramp & TOORAK ROAD,NORTH WEST BOUND,5197.839285714285,5416.5,4979.178571428572
8542,1289, WEST GATE FREEWAY btwn Millers Rd & Williamstown Rd,WEST BOUND,5176.75,3825.3571428571427,6528.142857142857
7970,1360, EASTERN FREEWAY btwn MIDDLEBOROUGH RD & STATION ST,WEST BOUND,5163.785714285715,5500.428571428572,4827.142857142857
874,1285, WEST GATE FREEWAY btwn GRIEVE PARADE & WEST GATE FREEWAY Onramp,EAST BOUND,5161.232142857143,5326.214285714285,4996.25
1269,1363, EASTERN FREEWAY btwn BLACKBURN RD & MIDDLEBOROUGH RD,EAST BOUND,5160.5,3858.714285714286,6462.285714285715
7962,1292, WEST GATE FREEWAY btwn Williamstown Rd & Todd Rd,WEST BOUND,5156.625,3917.785714285714,6395.464285714285
7797,8060, PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Offramp & DOHERTYS ROAD,SOUTH WEST BOUND,5154.75,3876.785714285714,6432.714285714285
14919,2034, MONASH FWY SE BD BTWN FERNTREE GULLY RD & SPRINGVALE RD,SOUTH EAST BOUND,5146.357142857143,3943.6428571428573,6349.071428571428
7469,2034, MONASH FWY SE BD BTWN FERNTREE GULLY RD & SPRINGVALE RD,NORTH WEST BOUND,5141.803571428572,5490.714285714285,4792.892857142857
1268,1360, EASTERN FREEWAY btwn MIDDLEBOROUGH RD & STATION ST,EAST BOUND,5130.267857142857,3881.714285714286,6378.821428571428
14898,1956, MONASH FWY SE BD BTWN JACKSONS RD & EASTLINK,NORTH WEST BOUND,5117.160714285715,5332.285714285715,4902.035714285715
6945,296, MONASH FREEWAY btwn MONASH FREEWAY Offramp & STUD ROAD,NORTH WEST BOUND,5100.767857142857,5315.357142857143,4886.178571428572
7710,295, MONASH FREEWAY btwn STUD ROAD & MONASH FREEWAY Onramp,NORTH WEST BOUND,5100.767857142857,5315.357142857143,4886.178571428572
8551,1352, EASTERN FREEWAY btwn DONCASTER RD & BULLEEN RD,WEST BOUND,5097.946428571428,5266.428571428572,4929.464285714285
14863,1823, MONASH FREEWAY btwn MONASH FREEWAY & EASTLINK,NORTH WEST BOUND,5040.017857142857,5252.071428571428,4827.964285714285
8122,8027, PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Offramp & KEILOR-LAVERTON ROAD,SOUTH WEST BOUND,5034.946428571428,3786.714285714286,6283.178571428572
7587,8038, PRINCES FREEWAY WEST btwn KEILOR-LAVERTON ROAD & PRINCES HIGHWAY WEST Onramp,SOUTH WEST BOUND,5034.946428571428,3786.714285714286,6283.178571428572
8,310, MONASH FREEWAY btwn SOUTH GIPPSLAND FREEWAY & MONASH FREEWAY Offramp,SOUTH EAST BOUND,5024.178571428572,3809.8571428571427,6238.5
8544,1285, WEST GATE FREEWAY btwn GRIEVE PARADE & WEST GATE FREEWAY Onramp,WEST BOUND,5023.982142857143,3953.5714285714284,6094.392857142857
1266,1352, EASTERN FREEWAY btwn DONCASTER RD & BULLEEN RD,EAST BOUND,5021.910714285715,3797.8571428571427,6245.964285714285
15317,2620, SOUTHERN LINK TOLLWAY BTWN YARRA BVD & MONASH FWY,EAST BOUND,5017.803571428572,4072.0,5963.607142857143
7215,8049, PRINCES FREEWAY WEST btwn KOROROIT CREEK RD & WESTERN RING RD,SOUTH WEST BOUND,4980.785714285715,3401.3571428571427,6560.214285714285
15480,1823, MONASH FREEWAY btwn MONASH FREEWAY & EASTLINK,SOUTH EAST BOUND,4964.607142857143,3938.214285714286,5991.0
15047,1700, EASTERN FWY E BD BTWN RAMPS AT MIDDLEBOROUGH RD,EAST BOUND,4959.125,3376.1428571428573,6542.107142857143
14862,1824, MONASH FREEWAY btwn EASTLINK & MONASH FREEWAY Offramp,NORTH WEST BOUND,4914.375,5241.642857142857,4587.107142857143
7216,7962, PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Onramp & PRINCES HIGHWAY WEST Offramp,WEST BOUND,4874.446428571428,3396.9285714285716,6351.964285714285
7969,1363, EASTERN FREEWAY btwn BLACKBURN RD & MIDDLEBOROUGH RD,WEST BOUND,4867.875,5245.571428571428,4490.178571428572
15440,1700, EASTERN FWY E BD BTWN RAMPS AT MIDDLEBOROUGH RD,WEST BOUND,4865.232142857143,5250.357142857143,4480.107142857143
8124,8006, PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Offramp & PRINCES HIGHWAY WEST Onramp,SOUTH WEST BOUND,4843.678571428572,3642.785714285714,6044.571428571428
376,295, MONASH FREEWAY btwn STUD ROAD & MONASH FREEWAY Onramp,SOUTH EAST BOUND,4828.053571428572,3829.9285714285716,5826.178571428572
191,296, MONASH FREEWAY btwn MONASH FREEWAY Offramp & STUD ROAD,SOUTH EAST BOUND,4828.053571428572,3829.9285714285716,5826.178571428572
551,7170, MONASH FREEWAY btwn TOORAK ROAD & MONASH FREEWAY Onramp,SOUTH BOUND,4819.892857142857,4080.0714285714284,5559.714285714285
15754,2487, PRINCES FWY BTWN PALMERS ROAD & POINT COOK ROAD,WEST BOUND,4809.267857142857,3616.9285714285716,6001.607142857143
15755,2205, PRINCES FWY WEST W BD BTWN RAMPS AT CENTRAL AVE/POINT COOK RD,WEST BOUND,4809.267857142857,3616.9285714285716,6001.607142857143
873,1280, WEST GATE FREEWAY btwn PRINCES FREEWAY WEST & WEST GATE FREEWAY Offramp,NORTH EAST BOUND,4789.053571428572,4942.214285714285,4635.892857142857
7798,7995, PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Onramp & PRINCES HIGHWAY WEST Offramp,WEST BOUND,4772.321428571428,3589.214285714286,5955.428571428572
15445,1708, EASTERN FWY BTWN RAMPS AT DONCASTER RD,SOUTH EAST BOUND,4772.142857142857,3248.785714285714,6295.5
13890,1824, MONASH FREEWAY btwn EASTLINK & MONASH FREEWAY Offramp,SOUTH EAST BOUND,4767.553571428572,3572.5,5962.607142857143
14988,2250, WEST GATE FREEWAY btwn RAMPS at WESTERN LINK TOLLWAY,WEST BOUND,4763.946428571428,3748.9285714285716,5778.964285714285
8123,8016, PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Onramp & PRINCES HIGHWAY WEST Offramp,SOUTH BOUND,4744.196428571428,3042.1428571428573,6446.25
1267,1355, EASTERN FREEWAY btwn DONCASTER RD & ELGAR RD,SOUTH EAST BOUND,4743.160714285715,3639.6428571428573,5846.678571428572
500,7995, PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Onramp & PRINCES HIGHWAY WEST Offramp,EAST BOUND,4710.339285714285,4700.214285714285,4720.464285714285
14269,1708, EASTERN FWY BTWN RAMPS AT DONCASTER RD,NORTH WEST BOUND,4701.607142857143,5073.928571428572,4329.285714285715
501,8006, PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Offramp & PRINCES HIGHWAY WEST Onramp,NORTH EAST BOUND,4696.446428571428,4686.357142857143,4706.535714285715
1256,2157, WEST GATE FREEWAY btwn ramps at Western link,EAST BOUND,4665.357142857143,4735.928571428572,4594.785714285715
8352,1346, EASTERN FREEWAY btwn CHANDLER HWY & BURKE RD,WEST BOUND,4663.375,5362.785714285715,3963.964285714286
1587,1284, WEST GATE FREEWAY btwn WEST GATE FREEWAY Onramp & GRIEVE PARADE,EAST BOUND,4644.625,4681.714285714285,4607.535714285715
14552,2205, PRINCES FWY WEST W BD BTWN RAMPS AT CENTRAL AVE/POINT COOK RD,EAST BOUND,4633.714285714285,4623.714285714285,4643.714285714285
14964,2487, PRINCES FWY BTWN PALMERS ROAD & POINT COOK ROAD,EAST BOUND,4633.714285714285,4623.714285714285,4643.714285714285
314,8027, PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Offramp & KEILOR-LAVERTON ROAD,NORTH EAST BOUND,4581.214285714285,4571.357142857143,4591.071428571428
660,8038, PRINCES FREEWAY WEST btwn KEILOR-LAVERTON ROAD & PRINCES HIGHWAY WEST Onramp,NORTH EAST BOUND,4581.214285714285,4571.357142857143,4591.071428571428
15986,7962, PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Onramp & PRINCES HIGHWAY WEST Offramp,EAST BOUND,4554.553571428572,4743.714285714285,4365.392857142857
110,8016, PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Onramp & PRINCES HIGHWAY WEST Offramp,NORTH BOUND,4545.196428571428,5012.5,4077.8928571428573
15444,1698, EASTERN FWY E BD BTWN RAMPS AT BULLEEN ROAD,WEST BOUND,4540.321428571428,4899.857142857143,4180.785714285715
8545,1280, WEST GATE FREEWAY btwn PRINCES FREEWAY WEST & WEST GATE FREEWAY Offramp,WEST BOUND,4511.392857142857,3550.1428571428573,5472.642857142857
8887,1284, WEST GATE FREEWAY btwn WEST GATE FREEWAY Onramp & GRIEVE PARADE,WEST BOUND,4497.660714285715,3098.0714285714284,5897.25
661,8060, PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Offramp & DOHERTYS ROAD,NORTH EAST BOUND,4480.089285714285,4470.428571428572,4489.75
15046,1698, EASTERN FWY E BD BTWN RAMPS AT BULLEEN ROAD,EAST BOUND,4453.464285714285,3031.8571428571427,5875.071428571428
111,8049, PRINCES FREEWAY WEST btwn KOROROIT CREEK RD & WESTERN RING RD,NORTH EAST BOUND,4420.339285714285,4642.285714285715,4198.392857142857
8550,1355, EASTERN FREEWAY btwn DONCASTER RD & ELGAR RD,NORTH WEST BOUND,4416.160714285715,4567.214285714285,4265.107142857143
6575,7170, MONASH FREEWAY btwn TOORAK ROAD & MONASH FREEWAY Onramp,NORTH BOUND,4407.696428571428,4865.357142857143,3950.035714285714
1265,1346, EASTERN FREEWAY btwn CHANDLER HWY & BURKE RD,EAST BOUND,4389.303571428572,2699.714285714286,6078.892857142857
6943,332, MONASH FREEWAY btwn MONASH FREEWAY Offramp & SOUTH GIPPSLAND FREEWAY,WEST BOUND,4385.982142857143,4570.5,4201.464285714285
14537,2486, WEST GATE FWY BTWN RAMPS AT KINGS WAY,EAST BOUND,4370.875,4310.357142857143,4431.392857142857
15043,1696, EASTERN FWY E BD BTWN RAMPS AT CHANDLER HWY,EAST BOUND,4353.892857142857,2964.0,5743.785714285715
16252,2608, SOUTHERN LINK TOLLWAY btwn SOUTHERN LINK TOLLWAY Offramp & WEST GATE FREEWAY/SOUTHERN LINK TOLLWAY,WEST BOUND,4352.982142857143,3425.4285714285716,5280.535714285715
889,1426, WESTERN RING ROAD btwn PASCOE VALE RD & TULLAMARINE FWY,WEST BOUND,4339.214285714285,4048.4285714285716,4630.0
15918,2608, SOUTHERN LINK TOLLWAY btwn SOUTHERN LINK TOLLWAY Offramp & WEST GATE FREEWAY/SOUTHERN LINK TOLLWAY,EAST BOUND,4336.857142857143,4475.5,4198.214285714285
1831,1443, WESTERN RING ROAD btwn WESTERN RING ROAD Onramp & WESTERN RING ROAD Offramp,SOUTH WEST BOUND,4291.392857142857,3958.5,4624.285714285715
15743,2486, WEST GATE FWY BTWN RAMPS AT KINGS WAY,WEST BOUND,4286.285714285715,3942.3571428571427,4630.214285714285
15441,1696, EASTERN FWY E BD BTWN RAMPS AT CHANDLER HWY,WEST BOUND,4273.232142857143,4611.642857142857,3934.8214285714284
14968,2211, PRINCES FWY WEST NE BD BTWN RAMPS AT FORSYTH RD,WEST BOUND,4266.214285714285,3208.5,5323.928571428572
13856,1701, EASTERN FWY E BD BTWN BLACKBURN RD OFFRAMP & SPRINGVALE RD,WEST BOUND,4177.464285714285,4449.571428571428,3905.3571428571427
1250,1252, TULLAMARINE FREEWAY btwn TULLAMARINE FREEWAY Offramp & ENGLISH STREET,SOUTH BOUND,4159.392857142857,4436.142857142857,3882.6428571428573
1056,1253, TULLAMARINE FREEWAY btwn ENGLISH STREET & TULLAMARINE FREEWAY Onramp,SOUTH BOUND,4159.392857142857,4436.142857142857,3882.6428571428573
1251,1255, TULLAMARINE FREEWAY btwn TULLAMARINE FREEWAY Onramp & TULLAMARINE FREEWAY Offramp,SOUTH BOUND,4124.0,4015.5714285714284,4232.428571428572
1067,1343, EASTERN FWY BTWN HODDLE ST & CHANDLER HWY,EAST BOUND,4079.285714285714,2500.5714285714284,5658.0
15687,2633, EASTERN FREEWAY BTWN RAMPS AT SPRINGVALE ROAD,WEST BOUND,4078.089285714286,4401.0,3755.1785714285716
7957,1252, TULLAMARINE FREEWAY btwn TULLAMARINE FREEWAY Offramp & ENGLISH STREET,NORTH BOUND,4075.6428571428573,3392.0,4759.285714285715
8879,1253, TULLAMARINE FREEWAY btwn ENGLISH STREET & TULLAMARINE FREEWAY Onramp,NORTH BOUND,4075.6428571428573,3392.0,4759.285714285715
455,5136, SOUTH GIPPSLAND FREEWAY btwn SOUTH GIPPSLAND FREEWAY Onramp & SOUTH GIPPSLAND FREEWAY,SOUTH BOUND,4041.214285714286,3455.5714285714284,4626.857142857143
8536,1255, TULLAMARINE FREEWAY btwn TULLAMARINE FREEWAY Onramp & TULLAMARINE FREEWAY Offramp,NORTH BOUND,4033.375,3604.714285714286,4462.035714285715
870,1251, TULLAMARINE FREEWAY btwn TULLAMARINE FREEWAY Onramp & TULLAMARINE FREEWAY Offramp,SOUTH BOUND,4025.214285714286,4059.785714285714,3990.6428571428573
7983,1461, WESTERN RING ROAD btwn WESTERN RING ROAD Onramp & WESTERN RING ROAD Offramp,NORTH BOUND,4003.1071428571427,3321.8571428571427,4684.357142857143
8878,1257, TULLAMARINE FREEWAY BTWN CALDER FWY & BULLA RD,NORTH BOUND,3998.7321428571427,3307.5714285714284,4689.892857142857
14270,1709, EASTERN FWY E BD BTWN ELGAR RD OFFRAMP &,WEST BOUND,3994.660714285714,4249.642857142857,3739.6785714285716
14268,1707, EASTERN FWY BTWN RAMPS AT BULLEEN RD,WEST BOUND,3960.660714285714,4422.0,3499.3214285714284
7958,1251, TULLAMARINE FREEWAY btwn TULLAMARINE FREEWAY Onramp & TULLAMARINE FREEWAY Offramp,NORTH BOUND,3944.589285714286,3471.3571428571427,4417.821428571428
1610,1461, WESTERN RING ROAD btwn WESTERN RING ROAD Onramp & WESTERN RING ROAD Offramp,SOUTH BOUND,3922.5714285714284,3614.9285714285716,4230.214285714285
15443,1707, EASTERN FWY BTWN RAMPS AT BULLEEN RD,EAST BOUND,3915.0714285714284,2424.5714285714284,5405.571428571428
14554,2211, PRINCES FWY WEST NE BD BTWN RAMPS AT FORSYTH RD,EAST BOUND,3903.714285714286,3895.3571428571427,3912.0714285714284
378,332, MONASH FREEWAY btwn MONASH FREEWAY Offramp & SOUTH GIPPSLAND FREEWAY,EAST BOUND,3901.839285714286,3095.214285714286,4708.464285714285
8360,1460, WESTERN RING ROAD btwn BOUNDARY ROAD & WESTERN RING ROAD Onramp,NORTH BOUND,3894.410714285714,3419.9285714285716,4368.892857142857
7984,1458, WESTERN RING ROAD btwn WESTERN RING ROAD Offramp & BOUNDARY ROAD,NORTH BOUND,3894.410714285714,3419.9285714285716,4368.892857142857
1836,1460, WESTERN RING ROAD btwn BOUNDARY ROAD & WESTERN RING ROAD Onramp,SOUTH BOUND,3881.4821428571427,3709.214285714286,4053.75
895,1458, WESTERN RING ROAD btwn WESTERN RING ROAD Offramp & BOUNDARY ROAD,SOUTH BOUND,3881.4821428571427,3709.214285714286,4053.75
1057,1257, TULLAMARINE FREEWAY BTWN CALDER FWY & BULLA RD,EAST BOUND,3857.785714285714,4114.357142857143,3601.214285714286
14532,1457, WESTERN RING ROAD btwn WESTERN RING ROAD Onramp & WESTERN RING ROAD Offramp,NORTH WEST BOUND,3831.589285714286,2803.0,4860.178571428572
13900,1879, WESTERN RING ROAD btwn WESTERN RING ROAD Onramp & DEER PARK BYPASS,NORTH BOUND,3817.035714285714,3351.9285714285716,4282.142857142857
1281,1442, WESTERN RING ROAD btwn WESTERN RING ROAD Offramp & WESTERN RING ROAD Onramp,SOUTH WEST BOUND,3777.8571428571427,3610.1428571428573,3945.5714285714284
1606,1440, WESTERN RING ROAD btwn WESTERN RING ROAD & KEILOR PARK DRIVE,SOUTH BOUND,3777.8571428571427,3610.1428571428573,3945.5714285714284
15116,1881, WESTERN RING ROAD btwn DEER PARK BYPASS & WESTERN RING ROAD Offramp,NORTH BOUND,3756.9285714285716,3299.1428571428573,4214.714285714285
15120,1881, WESTERN RING ROAD btwn DEER PARK BYPASS & WESTERN RING ROAD Offramp,SOUTH BOUND,3753.125,3586.5714285714284,3919.6785714285716
15048,1709, EASTERN FWY E BD BTWN ELGAR RD OFFRAMP &,EAST BOUND,3740.875,2758.5,4723.25
1079,1427, WESTERN RING ROAD btwn WESTERN RING ROAD Offramp & WESTERN RING ROAD,SOUTH WEST BOUND,3729.4464285714284,3564.0,3894.8928571428573
15138,1944, WESTERN RING RD NE BD BTWN RAMPS AT TULLAMARINE FWY,SOUTH WEST BOUND,3729.4464285714284,3564.0,3894.8928571428573
13902,1879, WESTERN RING ROAD btwn WESTERN RING ROAD Onramp & DEER PARK BYPASS,SOUTH BOUND,3716.8214285714284,3657.285714285714,3776.3571428571427
15494,2137, WESTERN RING RD NW BD BTWN RAMPS AT FITZGERALD RD,WEST BOUND,3699.6964285714284,2806.1428571428573,4593.25
15499,2137, WESTERN RING RD NW BD BTWN RAMPS AT FITZGERALD RD,SOUTH BOUND,3693.2321428571427,3529.4285714285716,3857.035714285714
4355,6606, CALDER FREEWAY btwn KEILOR PARK DRIVE & CALDER HIGHWAY Onramp,EAST BOUND,3691.5714285714284,3693.0,3690.1428571428573
